ReturnKey,ReturnDate,OrderDate,SalesOrderNumber,CustomerKey,ProductKey,ReturnQuantity,UnitPrice,ReturnAmount
932,9/12/2013,8/29/2013,SO65261,223,564,2,1430.442,2860.884
933,9/12/2013,8/29/2013,SO65269,648,600,2,323.994,647.988
934,9/12/2013,8/29/2013,SO65315,21,353,2,1391.994,2783.988
935,10/9/2013,9/29/2013,SO67265,398,390,2,672.294,1344.588
936,10/12/2013,9/29/2013,SO67270,514,386,2,672.294,1344.588
937,10/12/2013,9/29/2013,SO67286,120,569,2,445.41,890.82
938,10/11/2013,9/29/2013,SO67347,523,584,2,323.994,647.988
939,10/11/2013,9/29/2013,SO67348,494,363,2,1376.994,2753.988
940,11/8/2013,10/29/2013,SO69418,381,359,2,1376.994,2753.988
941,11/12/2013,10/29/2013,SO69482,138,560,2,728.91,1457.82
942,11/12/2013,10/29/2013,SO69542,317,584,2,323.994,647.988
943,12/12/2013,11/29/2013,SO71781,173,374,2,1466.01,2932.02
944,12/9/2013,11/29/2013,SO71798,306,584,2,323.994,647.988
945,12/7/2013,11/29/2013,SO71829,685,589,2,461.694,923.388
946,12/9/2013,11/29/2013,SO71850,477,579,2,728.91,1457.82
947,12/20/2013,11/29/2013,SO71902,61,598,2,323.994,647.988
948,12/9/2013,11/29/2013,SO71943,55,567,2,445.41,890.82
949,6/11/2013,5/30/2013,SO58916,644,378,2,1466.01,2932.02
950,6/17/2013,5/30/2013,SO58916,644,584,2,323.994,647.988
951,6/15/2013,5/30/2013,SO58916,644,382,2,672.294,1344.588
952,6/8/2013,5/30/2013,SO58946,672,586,2,445.41,890.82
953,6/13/2013,5/30/2013,SO59066,55,586,2,445.41,890.82
954,6/9/2013,5/30/2013,SO59066,55,567,2,445.41,890.82
955,6/9/2013,5/30/2013,SO58946,672,569,2,445.41,890.82
956,10/6/2013,9/29/2013,SO67346,451,569,2,445.41,890.82
957,6/12/2013,5/30/2013,SO59066,55,572,2,445.41,890.82
958,5/11/2013,4/30/2013,SO57046,650,359,2,1376.994,2753.988
959,6/18/2011,5/31/2011,SO44796,438,319,2,874.794,1749.588
960,6/17/2013,5/30/2013,SO58946,672,570,2,445.41,890.82
961,12/8/2011,11/29/2011,SO46356,91,313,2,2146.962,4293.924
962,12/13/2011,11/29/2011,SO46356,91,317,2,874.794,1749.588
963,5/7/2013,4/30/2013,SO57046,650,597,2,323.994,647.988
964,5/13/2013,4/30/2013,SO57036,43,587,2,461.694,923.388
965,7/16/2012,6/30/2012,SO48746,506,365,2,647.994,1295.988
966,2/7/2011,1/29/2011,SO43912,403,342,2,419.459,838.918
967,5/11/2011,5/1/2011,SO44555,612,342,2,419.459,838.918
968,8/22/2011,8/1/2011,SO45288,584,342,2,419.459,838.918
969,9/15/2011,8/29/2011,SO45520,57,342,2,419.459,838.918
970,9/11/2011,8/29/2011,SO45578,26,342,2,419.459,838.918
971,12/11/2011,11/29/2011,SO46331,631,342,2,419.459,838.918
972,12/15/2011,11/29/2011,SO46356,91,322,2,419.459,838.918
973,1/11/2011,12/29/2010,SO43673,618,324,2,419.459,838.918
974,2/12/2011,1/29/2011,SO43845,206,324,2,419.459,838.918
975,2/7/2011,1/29/2011,SO43857,533,326,2,419.459,838.918
976,2/10/2011,1/29/2011,SO43910,45,330,2,419.459,838.918
977,3/19/2011,3/1/2011,SO44124,3,330,2,419.459,838.918
978,5/12/2011,5/1/2011,SO44500,259,326,2,419.459,838.918
979,5/20/2011,5/1/2011,SO44521,240,330,2,419.459,838.918
980,6/12/2011,5/31/2011,SO44778,575,324,2,419.459,838.918
981,7/12/2011,7/1/2011,SO45060,203,324,2,419.459,838.918
982,8/18/2011,8/1/2011,SO45340,495,326,2,419.459,838.918
983,9/11/2011,8/29/2011,SO45572,438,324,2,419.459,838.918
984,9/5/2011,8/29/2011,SO45575,54,330,2,419.459,838.918
985,11/5/2011,10/29/2011,SO46055,527,320,2,419.459,838.918
986,12/11/2011,11/29/2011,SO46324,216,324,2,419.459,838.918
987,12/20/2011,11/29/2011,SO46356,91,320,2,419.459,838.918
988,12/12/2011,11/29/2011,SO46359,460,330,2,419.459,838.918
989,12/19/2011,11/29/2011,SO46356,91,330,2,419.459,838.918
990,3/8/2011,3/1/2011,SO44093,93,328,2,419.459,838.918
991,3/8/2011,3/1/2011,SO44109,91,332,2,419.459,838.918
992,5/11/2011,5/1/2011,SO44562,45,338,2,419.459,838.918
993,7/20/2011,7/1/2011,SO45039,227,332,2,419.459,838.918
994,7/10/2011,7/1/2011,SO45053,618,328,2,419.459,838.918
995,7/17/2011,7/1/2011,SO45058,480,332,2,419.459,838.918
996,8/12/2011,8/1/2011,SO45314,136,328,2,419.459,838.918
997,9/6/2011,8/29/2011,SO45550,579,340,2,419.459,838.918
998,10/15/2011,9/29/2011,SO45786,514,340,2,419.459,838.918
999,10/14/2011,9/29/2011,SO45810,166,334,2,419.459,838.918
1000,12/18/2011,11/29/2011,SO46368,143,336,2,419.459,838.918
1001,1/15/2011,12/29/2010,SO43666,511,338,2,419.459,838.918
1002,6/11/2011,5/31/2011,SO44755,273,334,2,419.459,838.918
1003,6/10/2011,5/31/2011,SO44755,273,340,2,419.459,838.918
1004,6/20/2011,5/31/2011,SO44755,273,336,2,419.459,838.918
1005,2/14/2011,1/29/2011,SO43855,102,338,2,419.459,838.918
1006,4/10/2011,3/31/2011,SO44286,511,338,2,419.459,838.918
1007,4/7/2011,3/31/2011,SO44286,511,334,2,419.459,838.918
1008,5/21/2011,5/1/2011,SO44535,136,334,2,419.459,838.918
1009,5/11/2011,5/1/2011,SO44525,569,334,2,419.459,838.918
1010,5/22/2011,5/1/2011,SO44525,569,338,2,419.459,838.918
1011,5/16/2011,5/1/2011,SO44496,191,338,2,419.459,838.918
1012,4/14/2011,3/31/2011,SO44296,670,340,2,419.459,838.918
1013,4/16/2011,3/31/2011,SO44296,670,338,2,419.459,838.918
1014,4/18/2011,3/31/2011,SO44296,670,334,2,419.459,838.918
1015,5/8/2011,5/1/2011,SO44506,584,334,2,419.459,838.918
1016,7/20/2011,7/1/2011,SO45055,670,334,2,419.459,838.918
1017,7/10/2011,7/1/2011,SO45065,549,336,2,419.459,838.918
1018,7/9/2011,7/1/2011,SO45065,549,334,2,419.459,838.918
1019,8/19/2011,8/1/2011,SO45305,569,334,2,419.459,838.918
1020,8/20/2011,8/1/2011,SO45326,364,336,2,419.459,838.918
1021,8/10/2011,8/1/2011,SO45326,364,334,2,419.459,838.918
1022,9/12/2011,8/29/2011,SO45556,575,334,2,419.459,838.918
1023,9/11/2011,8/29/2011,SO45575,54,334,2,419.459,838.918
1024,10/14/2011,9/29/2011,SO45786,514,338,2,419.459,838.918
1025,10/13/2011,9/29/2011,SO45795,670,338,2,419.459,838.918
1026,11/9/2011,10/29/2011,SO46045,584,340,2,419.459,838.918
1027,11/16/2011,10/29/2011,SO46045,584,334,2,419.459,838.918
1028,11/18/2011,10/29/2011,SO46055,527,338,2,419.459,838.918
1029,11/11/2011,10/29/2011,SO46055,527,340,2,419.459,838.918
1030,11/18/2011,10/29/2011,SO46076,167,334,2,419.459,838.918
1031,11/9/2011,10/29/2011,SO46086,84,338,2,419.459,838.918
1032,11/14/2011,10/29/2011,SO46096,532,336,2,419.459,838.918
1033,12/17/2011,11/29/2011,SO46325,57,334,2,419.459,838.918
1034,12/13/2011,11/29/2011,SO46326,173,340,2,419.459,838.918
1035,12/15/2011,11/29/2011,SO46355,647,340,2,419.459,838.918
1036,12/12/2011,11/29/2011,SO46356,91,336,2,419.459,838.918
1037,12/20/2011,11/29/2011,SO46356,91,338,2,419.459,838.918
1038,12/20/2011,11/29/2011,SO46356,91,340,2,419.459,838.918
1039,12/18/2011,11/29/2011,SO46385,54,340,2,419.459,838.918
1040,2/9/2011,1/29/2011,SO43865,328,328,2,419.459,838.918
1041,2/6/2011,1/29/2011,SO43845,206,328,2,419.459,838.918
1042,4/15/2011,3/31/2011,SO44315,292,328,2,419.459,838.918
1043,5/19/2011,5/1/2011,SO44506,584,328,2,419.459,838.918
1044,4/13/2011,3/31/2011,SO44316,431,328,2,419.459,838.918
1045,8/9/2011,8/1/2011,SO45285,36,328,2,419.459,838.918
1046,8/22/2011,8/1/2011,SO45305,569,328,2,419.459,838.918
1047,9/15/2011,8/29/2011,SO45516,647,328,2,419.459,838.918
1048,9/13/2011,8/29/2011,SO45535,93,328,2,419.459,838.918
1049,10/8/2011,9/29/2011,SO45795,670,328,2,419.459,838.918
1050,11/13/2011,10/29/2011,SO46076,167,328,2,419.459,838.918
1051,12/15/2011,11/29/2011,SO46356,91,328,2,419.459,838.918
1052,2/7/2011,1/29/2011,SO43845,206,332,2,419.459,838.918
1053,2/13/2011,1/29/2011,SO43855,102,332,2,419.459,838.918
1054,6/20/2011,5/31/2011,SO44765,156,332,2,419.459,838.918
1055,5/14/2011,5/1/2011,SO44515,107,332,2,419.459,838.918
1056,6/16/2011,5/31/2011,SO44796,438,332,2,419.459,838.918
1057,7/13/2011,7/1/2011,SO45065,549,332,2,419.459,838.918
1058,8/14/2011,8/1/2011,SO45305,569,332,2,419.459,838.918
1059,9/17/2011,8/29/2011,SO45535,93,332,2,419.459,838.918
1060,9/8/2011,8/29/2011,SO45575,54,332,2,419.459,838.918
1061,10/20/2011,9/29/2011,SO45805,549,332,2,419.459,838.918
1062,11/7/2011,10/29/2011,SO46085,528,332,2,419.459,838.918
1063,12/17/2011,11/29/2011,SO46356,91,332,2,419.459,838.918
1064,2/19/2011,1/29/2011,SO43870,107,322,3,419.459,1258.377
1065,2/10/2011,1/29/2011,SO43894,559,219,3,5.7,17.1
1066,4/20/2011,3/31/2011,SO44295,83,332,3,419.459,1258.377
1067,5/22/2011,5/1/2011,SO44493,531,232,3,28.84,86.521
1068,5/18/2011,5/1/2011,SO44567,401,219,3,5.7,17.1
1069,6/21/2011,5/31/2011,SO44767,453,347,3,2039.994,6119.982
1070,8/22/2011,8/1/2011,SO45322,256,319,3,874.794,2624.382
1071,9/11/2011,8/29/2011,SO45551,525,322,3,419.459,1258.377
1072,1/11/2012,12/29/2011,SO46663,292,286,3,183.938,551.815
1073,2/5/2012,1/29/2012,SO46930,65,221,3,20.187,60.56
1074,2/6/2012,1/29/2012,SO46960,259,216,3,20.187,60.56
1075,2/6/2012,1/29/2012,SO47002,492,216,3,20.187,60.56
1076,3/19/2012,2/29/2012,SO47372,649,414,3,149.031,447.093
1077,3/15/2012,2/29/2012,SO47383,550,422,3,67.539,202.617
1078,3/21/2012,2/29/2012,SO47397,156,230,3,28.84,86.521
1079,3/11/2012,2/29/2012,SO47449,652,358,3,1229.459,3688.377
1080,3/10/2012,2/29/2012,SO47457,98,428,3,209.256,627.768
1081,4/18/2012,3/30/2012,SO47674,643,422,3,67.539,202.617
1082,5/9/2012,4/30/2012,SO47963,353,470,3,22.794,68.382
1083,6/9/2012,5/30/2012,SO48290,216,327,3,469.794,1409.382
1084,6/10/2012,5/30/2012,SO48366,674,224,3,5.187,15.56
1085,12/19/2012,11/28/2012,SO50705,147,343,3,469.794,1409.382
1086,1/9/2013,12/28/2012,SO51144,292,222,3,15.746,47.237
1087,2/17/2013,1/28/2013,SO51698,210,234,3,29.994,89.982
1088,2/6/2013,1/28/2013,SO51740,677,544,3,48.594,145.782
1089,2/12/2013,1/28/2013,SO51757,316,542,3,24.294,72.882
1090,2/15/2013,1/28/2013,SO51778,359,484,3,4.77,14.31
1091,2/17/2013,1/28/2013,SO51781,65,400,3,37.152,111.456
1092,3/16/2013,2/28/2013,SO53476,186,603,3,72.894,218.682
1093,3/17/2013,2/28/2013,SO53534,216,547,3,48.594,145.782
1094,4/14/2013,3/30/2013,SO55302,431,583,3,1020.594,3061.782
1095,5/15/2013,4/30/2013,SO57087,522,555,3,63.9,191.7
1096,5/12/2013,4/30/2013,SO57104,531,545,3,24.294,72.882
1097,6/9/2013,5/30/2013,SO58976,216,545,3,24.294,72.882
1098,6/7/2013,5/30/2013,SO58978,613,361,3,1376.994,4130.982
1099,6/20/2013,5/30/2013,SO59041,201,579,3,728.91,2186.73
1100,7/17/2013,6/30/2013,SO61201,183,475,3,41.994,125.982
1101,8/9/2013,7/31/2013,SO63205,310,471,3,38.1,114.3
1102,10/18/2013,9/29/2013,SO67290,41,234,3,29.994,89.982
1103,12/19/2013,11/29/2013,SO71853,613,475,3,41.994,125.982
1104,12/8/2013,11/29/2013,SO71863,649,606,3,323.994,971.982
1105,12/14/2013,11/29/2013,SO71909,368,475,3,41.994,125.982
1106,1/12/2013,12/28/2012,SO51165,241,561,3,953.628,2860.884
1107,1/17/2012,12/29/2011,SO46675,41,327,3,234.897,704.691
1108,7/12/2012,6/30/2012,SO48785,431,327,3,469.794,1409.382
1109,8/7/2012,7/31/2012,SO49045,210,327,3,469.794,1409.382
1110,9/18/2012,8/28/2012,SO49445,277,327,3,469.794,1409.382
1111,12/10/2012,11/28/2012,SO50706,216,327,3,469.794,1409.382
1112,2/14/2012,1/29/2012,SO46955,389,358,3,1229.459,3688.377
1113,6/18/2012,5/30/2012,SO48365,368,358,3,1229.459,3688.377
1114,11/15/2012,10/28/2012,SO50316,401,358,3,1229.459,3688.377
1115,2/11/2012,1/29/2012,SO47015,444,356,3,1242.852,3728.555
1116,6/16/2011,5/31/2011,SO44796,438,328,3,419.459,1258.377
1117,9/7/2011,8/29/2011,SO45525,631,332,3,419.459,1258.377
1118,9/18/2013,8/29/2013,SO65296,595,586,3,445.41,1336.23
1119,9/10/2013,8/29/2013,SO65296,595,560,3,728.91,2186.73
1120,5/19/2013,4/30/2013,SO57176,401,474,3,41.994,125.982
1121,9/14/2013,8/29/2013,SO65256,438,580,3,1020.594,3061.782
1122,6/16/2011,5/31/2011,SO44796,438,322,3,419.459,1258.377
1123,6/9/2011,5/31/2011,SO44796,438,324,3,419.459,1258.377
1124,6/17/2011,5/31/2011,SO44796,438,326,3,419.459,1258.377
1125,1/10/2011,12/29/2010,SO43694,315,235,3,28.84,86.521
1126,2/10/2011,1/29/2011,SO43851,558,342,3,419.459,1258.377
1127,3/21/2011,3/1/2011,SO44131,576,349,3,2024.994,6074.982
1128,4/20/2011,3/31/2011,SO44309,549,338,3,419.459,1258.377
1129,5/17/2011,5/1/2011,SO44509,328,319,3,874.794,2624.382
1130,5/11/2011,5/1/2011,SO44538,167,316,3,874.794,2624.382
1131,6/16/2011,5/31/2011,SO44760,473,272,3,183.938,551.815
1132,6/11/2011,5/31/2011,SO44772,579,326,3,419.459,1258.377
1133,6/16/2011,5/31/2011,SO44772,579,330,3,419.459,1258.377
1134,6/14/2011,5/31/2011,SO44780,222,270,3,183.938,551.815
1135,8/17/2011,8/1/2011,SO45278,191,313,3,2146.962,6440.886
1136,8/19/2011,8/1/2011,SO45284,533,315,3,874.794,2624.382
1137,8/11/2011,8/1/2011,SO45299,240,220,3,20.187,60.56
1138,8/10/2011,8/1/2011,SO45334,309,350,3,2024.994,6074.982
1139,9/7/2011,8/29/2011,SO45527,155,319,3,874.794,2624.382
1140,9/18/2011,8/29/2011,SO45557,222,324,3,419.459,1258.377
1141,9/6/2011,8/29/2011,SO45561,143,319,3,874.794,2624.382
1142,10/12/2011,9/29/2011,SO45793,618,334,3,419.459,1258.377
1143,10/12/2011,9/29/2011,SO45798,203,342,3,419.459,1258.377
1144,10/16/2011,9/29/2011,SO45799,491,311,3,2146.962,6440.886
1145,10/6/2011,9/29/2011,SO45805,549,324,3,419.459,1258.377
1146,11/13/2011,10/29/2011,SO46036,558,270,3,183.938,551.815
1147,11/12/2011,10/29/2011,SO46044,533,310,3,2146.962,6440.886
1148,11/8/2011,10/29/2011,SO46058,240,342,3,419.459,1258.377
1149,11/14/2011,10/29/2011,SO46103,40,223,3,5.187,15.56
1150,12/20/2011,11/29/2011,SO46343,273,223,3,5.187,15.56
1151,12/11/2011,11/29/2011,SO46344,418,311,3,2146.962,6440.886
1152,1/18/2012,12/29/2011,SO46604,676,401,3,65.602,196.805
1153,1/11/2012,12/29/2011,SO46620,618,271,3,202.332,606.996
1154,1/10/2012,12/29/2011,SO46630,530,453,3,35.994,107.982
1155,1/19/2012,12/29/2011,SO46642,4,327,3,234.897,704.691
1156,1/11/2012,12/29/2011,SO46673,315,213,3,16.822,50.466
1157,2/5/2012,1/29/2012,SO46944,697,427,3,209.256,627.768
1158,2/14/2012,1/29/2012,SO46970,258,329,3,469.794,1409.382
1159,2/19/2012,1/29/2012,SO46992,97,286,3,183.938,551.815
1160,2/18/2012,1/29/2012,SO46996,512,331,3,469.794,1409.382
1161,2/13/2012,1/29/2012,SO47027,436,213,3,20.187,60.56
1162,2/19/2012,1/29/2012,SO47039,385,352,3,1242.852,3728.555
1163,2/6/2012,1/29/2012,SO47056,403,433,3,324.453,973.358
1164,3/16/2012,2/29/2012,SO47366,155,273,3,202.332,606.996
1165,3/8/2012,2/29/2012,SO47380,497,460,3,53.994,161.982
1166,3/9/2012,2/29/2012,SO47384,418,383,3,600.263,1800.788
1167,3/16/2012,2/29/2012,SO47409,579,461,3,53.994,161.982
1168,3/20/2012,2/29/2012,SO47411,10,352,3,1242.852,3728.555
1169,3/7/2012,2/29/2012,SO47434,61,427,3,209.256,627.768
1170,3/21/2012,2/29/2012,SO47455,170,371,3,1308.938,3926.813
1171,4/15/2012,3/30/2012,SO47658,4,329,3,469.794,1409.382
1172,4/7/2012,3/30/2012,SO47683,670,271,3,202.332,606.996
1173,5/8/2012,4/30/2012,SO47965,206,337,3,469.794,1409.382
1174,5/14/2012,4/30/2012,SO47988,533,341,3,469.794,1409.382
1175,5/20/2012,4/30/2012,SO48004,527,389,3,600.263,1800.788
1176,5/7/2012,4/30/2012,SO48016,97,433,3,324.453,973.358
1177,5/16/2012,4/30/2012,SO48022,570,412,3,180.129,540.387
1178,5/8/2012,4/30/2012,SO48065,79,221,3,20.187,60.56
1179,5/7/2012,4/30/2012,SO48080,403,464,3,14.129,42.387
1180,6/16/2012,5/30/2012,SO48292,149,216,3,20.187,60.56
1181,6/19/2012,5/30/2012,SO48296,173,325,3,469.794,1409.382
1182,6/14/2012,5/30/2012,SO48340,685,358,3,1229.459,3688.377
1183,6/7/2012,5/30/2012,SO48349,579,339,3,469.794,1409.382
1184,6/12/2012,5/30/2012,SO48350,10,367,3,647.994,1943.982
1185,6/12/2012,5/30/2012,SO48393,170,341,3,469.794,1409.382
1186,6/9/2012,5/30/2012,SO48395,585,236,3,28.84,86.521
1187,7/17/2012,6/30/2012,SO48739,252,360,3,1229.459,3688.377
1188,7/7/2012,6/30/2012,SO48740,4,341,3,469.794,1409.382
1189,7/9/2012,6/30/2012,SO48760,315,233,3,28.84,86.521
1190,7/12/2012,6/30/2012,SO48788,234,456,3,44.994,134.982
1191,8/20/2012,7/31/2012,SO49052,533,337,3,469.794,1409.382
1192,8/11/2012,7/31/2012,SO49127,436,422,3,67.539,202.617
1193,9/16/2012,8/28/2012,SO49468,588,364,3,647.994,1943.982
1194,9/10/2012,8/28/2012,SO49480,173,377,3,1308.938,3926.813
1195,9/13/2012,8/28/2012,SO49495,585,356,3,1242.852,3728.555
1196,10/15/2012,9/28/2012,SO49822,676,459,3,53.994,161.982
1197,10/19/2012,9/28/2012,SO49825,125,399,3,33.775,101.324
1198,10/8/2012,9/28/2012,SO49836,530,216,3,20.187,60.56
1199,10/13/2012,9/28/2012,SO49837,670,333,3,469.794,1409.382
1200,10/19/2012,9/28/2012,SO49861,7,412,3,180.129,540.387
1201,10/17/2012,9/28/2012,SO49869,315,213,3,20.187,60.56
1202,11/15/2012,10/28/2012,SO50221,527,389,3,600.263,1800.788
1203,11/16/2012,10/28/2012,SO50252,167,369,3,1466.01,4398.03
1204,11/7/2012,10/28/2012,SO50259,558,464,3,14.129,42.387
1205,11/14/2012,10/28/2012,SO50293,476,366,3,647.994,1943.982
1206,11/18/2012,10/28/2012,SO50295,352,358,3,1229.459,3688.377
1207,11/8/2012,10/28/2012,SO50304,79,216,3,20.187,60.56
1208,11/7/2012,10/28/2012,SO50307,612,435,3,324.453,973.358
1209,11/12/2012,10/28/2012,SO50312,642,453,3,35.994,107.982
1210,11/8/2012,10/28/2012,SO50313,403,335,3,469.794,1409.382
1211,12/7/2012,11/28/2012,SO50664,173,329,3,469.794,1409.382
1212,12/14/2012,11/28/2012,SO50676,497,352,3,1242.852,3728.555
1213,12/14/2012,11/28/2012,SO50696,579,385,3,600.263,1800.788
1214,12/15/2012,11/28/2012,SO50696,579,321,3,469.794,1409.382
1215,12/13/2012,11/28/2012,SO50712,418,385,3,600.263,1800.788
1216,1/16/2013,12/28/2012,SO51127,506,402,3,72.162,216.486
1217,2/15/2013,1/28/2013,SO51722,258,481,3,5.394,16.182
1218,2/6/2013,1/28/2013,SO51775,700,580,3,1020.594,3061.782
1219,2/16/2013,1/28/2013,SO51783,697,361,3,1376.994,4130.982
1220,2/8/2013,1/28/2013,SO51791,552,604,3,323.994,971.982
1221,2/9/2013,1/28/2013,SO51793,479,382,3,672.294,2016.882
1222,2/17/2013,1/28/2013,SO51809,309,595,3,338.994,1016.982
1223,2/9/2013,1/28/2013,SO51822,546,400,3,37.152,111.456
1224,2/11/2013,1/28/2013,SO51845,312,594,3,338.994,1016.982
1225,3/19/2013,2/28/2013,SO53454,149,527,3,158.43,475.29
1226,3/17/2013,2/28/2013,SO53464,155,374,3,1466.01,4398.03
1227,3/9/2013,2/28/2013,SO53533,509,514,3,63.9,191.7
1228,3/21/2013,2/28/2013,SO53560,539,554,3,54.942,164.826
1229,3/10/2013,2/28/2013,SO53560,539,484,3,4.77,14.31
1230,3/15/2013,2/28/2013,SO53563,170,380,3,1466.01,4398.03
1231,3/16/2013,2/28/2013,SO53569,55,603,3,72.894,218.682
1232,3/9/2013,2/28/2013,SO53580,648,589,3,461.694,1385.082
1233,4/8/2013,3/30/2013,SO55253,530,600,3,323.994,971.982
1234,4/18/2013,3/30/2013,SO55261,594,588,3,461.694,1385.082
1235,4/11/2013,3/30/2013,SO55299,110,523,3,31.584,94.752
1236,4/10/2013,3/30/2013,SO55299,110,552,3,54.894,164.682
1237,4/19/2013,3/30/2013,SO55319,94,527,3,158.43,475.29
1238,5/13/2013,4/30/2013,SO57017,206,546,3,37.254,111.762
1239,5/13/2013,4/30/2013,SO57019,64,577,3,728.91,2186.73
1240,5/13/2013,4/30/2013,SO57024,264,566,3,445.41,1336.23
1241,5/21/2013,4/30/2013,SO57105,697,524,3,158.43,475.29
1242,5/9/2013,4/30/2013,SO57106,449,531,3,149.874,449.622
1243,5/18/2013,4/30/2013,SO57121,79,477,3,2.994,8.982
1244,5/13/2013,4/30/2013,SO57131,131,562,3,1430.442,4291.326
1245,5/11/2013,4/30/2013,SO57137,309,359,3,1376.994,4130.982
1246,5/12/2013,4/30/2013,SO57144,312,357,3,1391.994,4175.982
1247,5/9/2013,4/30/2013,SO57152,661,593,3,338.994,1016.982
1248,5/14/2013,4/30/2013,SO57186,546,472,3,38.1,114.3
1249,6/9/2013,5/30/2013,SO58906,149,477,3,2.994,8.982
1250,6/7/2013,5/30/2013,SO58928,327,488,3,32.394,97.182
1251,6/10/2013,5/30/2013,SO58961,182,571,3,445.41,1336.23
1252,6/17/2013,5/30/2013,SO59007,636,436,3,356.898,1070.694
1253,6/20/2013,5/30/2013,SO59023,61,487,3,32.994,98.982
1254,6/10/2013,5/30/2013,SO59071,170,372,3,1466.01,4398.03
1255,7/10/2013,6/30/2013,SO61193,4,374,3,1466.01,4398.03
1256,7/19/2013,6/30/2013,SO61209,594,363,3,1376.994,4130.982
1257,7/10/2013,6/30/2013,SO61219,691,579,3,728.91,2186.73
1258,7/16/2013,6/30/2013,SO61230,530,596,3,323.994,971.982
1259,7/8/2013,6/30/2013,SO61244,110,552,3,54.894,164.682
1260,8/19/2013,7/31/2013,SO63132,479,376,3,1466.01,4398.03
1261,8/18/2013,7/31/2013,SO63213,97,583,3,1020.594,3061.782
1262,8/10/2013,7/31/2013,SO63257,79,583,3,1020.594,3061.782
1263,8/13/2013,7/31/2013,SO63281,476,475,3,41.994,125.982
1264,8/21/2013,7/31/2013,SO63285,436,471,3,38.1,114.3
1265,8/14/2013,7/31/2013,SO63290,100,511,3,218.454,655.362
1266,9/9/2013,8/29/2013,SO65188,497,600,3,323.994,971.982
1267,9/13/2013,8/29/2013,SO65215,418,374,3,1466.01,4398.03
1268,9/17/2013,8/29/2013,SO65248,170,582,3,1020.594,3061.782
1269,9/9/2013,8/29/2013,SO65257,539,571,3,445.41,1336.23
1270,10/13/2013,9/29/2013,SO67277,530,527,3,158.43,475.29
1271,10/13/2013,9/29/2013,SO67279,331,579,3,728.91,2186.73
1272,10/9/2013,9/29/2013,SO67287,491,582,3,1020.594,3061.782
1273,10/14/2013,9/29/2013,SO67292,4,376,3,1466.01,4398.03
1274,10/9/2013,9/29/2013,SO67322,110,569,3,445.41,1336.23
1275,10/6/2013,9/29/2013,SO67322,110,577,3,728.91,2186.73
1276,11/8/2013,10/29/2013,SO69412,328,384,3,672.294,2016.882
1277,11/19/2013,10/29/2013,SO69413,43,515,3,16.272,48.816
1278,11/11/2013,10/29/2013,SO69478,479,465,3,14.694,44.082
1279,11/17/2013,10/29/2013,SO69479,552,605,3,323.994,971.982
1280,11/10/2013,10/29/2013,SO69503,79,382,3,672.294,2016.882
1281,11/19/2013,10/29/2013,SO69515,255,604,3,323.994,971.982
1282,11/12/2013,10/29/2013,SO69528,309,225,3,5.394,16.182
1283,11/8/2013,10/29/2013,SO69560,100,511,3,218.454,655.362
1284,11/8/2013,10/29/2013,SO69561,546,587,3,461.694,1385.082
1285,12/10/2013,11/29/2013,SO71779,149,298,3,809.76,2429.28
1286,12/13/2013,11/29/2013,SO71800,282,601,3,32.394,97.182
1287,12/7/2013,11/29/2013,SO71803,327,544,3,48.594,145.782
1288,12/15/2013,11/29/2013,SO71819,197,487,3,32.994,98.982
1289,12/6/2013,11/29/2013,SO71833,182,601,3,32.394,97.182
1290,12/12/2013,11/29/2013,SO71841,10,591,3,112.998,338.994
1291,12/15/2013,11/29/2013,SO71894,539,571,3,445.41,1336.23
1292,12/10/2013,11/29/2013,SO71896,648,589,3,461.694,1385.082
1293,12/7/2013,11/29/2013,SO71902,61,595,3,112.998,338.994
1294,12/7/2013,11/29/2013,SO71947,179,492,3,602.346,1807.038
1295,1/19/2012,12/29/2011,SO46666,234,373,3,1308.938,3926.813
1296,2/9/2012,1/29/2012,SO47056,403,373,3,1308.938,3926.813
1297,3/15/2012,2/29/2012,SO47366,155,373,3,1308.938,3926.813
1298,3/10/2012,2/29/2012,SO47455,170,373,3,1308.938,3926.813
1299,4/6/2012,3/30/2012,SO47675,618,373,3,1308.938,3926.813
1300,5/10/2012,4/30/2012,SO48065,79,373,3,1308.938,3926.813
1301,8/20/2012,7/31/2012,SO49076,167,373,3,1308.938,3926.813
1302,2/11/2013,1/28/2013,SO51715,43,590,3,461.694,1385.082
1303,5/21/2013,4/30/2013,SO57036,43,588,3,461.694,1385.082
1304,8/13/2013,7/31/2013,SO63266,352,590,3,461.694,1385.082
1305,9/11/2013,8/29/2013,SO65206,10,588,3,461.694,1385.082
1306,4/19/2013,3/30/2013,SO55256,331,561,3,1430.442,4291.326
1307,6/7/2013,5/30/2013,SO59066,55,561,3,1430.442,4291.326
1308,6/15/2013,5/30/2013,SO59075,179,561,3,1430.442,4291.326
1309,1/14/2012,12/29/2011,SO46666,234,327,3,234.897,704.691
1310,3/16/2012,2/29/2012,SO47366,155,327,3,469.794,1409.382
1311,6/11/2012,5/30/2012,SO48325,418,327,3,469.794,1409.382
1312,11/14/2012,10/28/2012,SO50265,479,327,3,469.794,1409.382
1313,5/19/2012,4/30/2012,SO48066,385,358,3,1229.459,3688.377
