SalesDetailsKey,SalesHeaderKey,SalesOrderNumber,ProductKey,ProductSubcategoryKey,OrderQuantity,UnitPrice,ExtendedAmount,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount
11987,1076,SO47012,273,3,1,202.332,202.332,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11988,1076,SO47012,433,3,1,324.4527,324.4527,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11989,1076,SO47012,439,12,1,780.8182,780.8182,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11990,1076,SO47012,407,1,1,65.6018,65.6018,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11991,1076,SO47012,457,10,2,44.994,89.988,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11992,1076,SO47012,459,6,2,53.994,107.988,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11993,1076,SO47012,415,3,2,198.036,396.072,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11994,1076,SO47012,216,18,2,20.1865,40.373,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11995,1076,SO47012,381,14,2,600.2625,1200.525,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11996,1076,SO47012,335,17,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11997,1076,SO47012,331,14,3,469.794,1409.382,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11998,1076,SO47012,239,16,3,780.8182,2342.4546,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
11999,1076,SO47012,422,1,3,67.539,202.617,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12000,1076,SO47012,466,5,3,14.1289,42.3867,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12001,1076,SO47012,447,18,11,14.5,159.5,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12002,1076,SO47012,333,17,6,469.794,2818.764,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12003,1076,SO47012,323,17,7,469.794,3288.558,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12004,1076,SO47012,448,18,7,11.994,83.958,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12005,1076,SO47012,271,3,7,202.332,1416.324,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12006,1076,SO47012,236,7,8,28.8404,230.7232,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12007,1076,SO47012,230,7,8,28.8404,230.7232,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12008,1076,SO47012,233,7,12,27.879,334.548,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12009,1076,SO47012,327,15,11,234.897,2583.867,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12010,1076,SO47012,375,17,6,1308.9375,7853.625,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12011,1076,SO47012,460,6,14,52.1942,730.7188,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12012,1076,SO47012,224,10,14,5.0136,70.1904,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12013,1076,SO47012,458,10,13,43.4942,565.4246,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12014,1076,SO47012,343,17,4,469.794,1879.176,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12015,1076,SO47012,286,3,6,183.9382,1103.6292,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12016,1076,SO47012,445,8,6,35.994,215.964,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12017,1076,SO47012,453,8,6,35.994,215.964,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12018,1076,SO47012,213,18,6,20.1865,121.119,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12019,1076,SO47012,417,3,5,324.4527,1622.2635,1/29/2012,2/10/2012,5/2/2012,66,6,1115.84,40697.94,39582.1
12020,1131,SO47013,224,10,6,5.1865,31.119,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12021,1131,SO47013,377,17,1,1308.9375,1308.9375,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12022,1131,SO47013,267,3,1,202.332,202.332,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12023,1131,SO47013,403,1,2,24.2945,48.589,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12024,1131,SO47013,370,17,2,1466.01,2932.02,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12025,1131,SO47013,323,17,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12026,1131,SO47013,341,14,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12027,1131,SO47013,321,14,3,469.794,1409.382,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12028,1131,SO47013,337,14,3,469.794,1409.382,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12029,1131,SO47013,245,16,3,780.8182,2342.4546,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12030,1131,SO47013,423,4,3,165.231,495.693,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12031,1131,SO47013,424,3,4,214.236,856.944,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12032,1131,SO47013,441,12,4,780.8182,3123.2728,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12033,1131,SO47013,429,3,4,324.4527,1297.8108,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12034,1131,SO47013,257,3,4,183.9382,735.7528,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12035,1131,SO47013,280,3,4,183.9382,735.7528,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12036,1131,SO47013,385,14,4,600.2625,2401.05,1/29/2012,2/10/2012,5/2/2012,317,6,639.1,21209.67,20570.57
12037,1334,SO47014,401,1,1,65.6018,65.6018,1/29/2012,2/10/2012,5/2/2012,354,6,13.28,340.99,327.71
12038,1334,SO47014,393,4,2,137.694,275.388,1/29/2012,2/10/2012,5/2/2012,354,6,13.28,340.99,327.71
12039,865,SO47015,456,10,1,44.994,44.994,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12040,865,SO47015,233,7,1,28.8404,28.8404,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12041,865,SO47015,458,10,2,44.994,89.988,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12042,865,SO47015,399,1,2,33.7745,67.549,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12043,865,SO47015,421,3,2,196.329,392.658,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12044,865,SO47015,213,18,2,20.1865,40.373,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12045,865,SO47015,221,18,2,20.1865,40.373,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12046,865,SO47015,354,15,2,1242.8518,2485.7036,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12047,865,SO47015,356,15,3,1242.8518,3728.5554,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12048,865,SO47015,419,1,3,52.647,157.941,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12049,865,SO47015,410,1,3,36.447,109.341,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12050,865,SO47015,460,6,4,53.994,215.976,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12051,865,SO47015,420,4,4,141.615,566.46,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12052,865,SO47015,469,5,4,22.794,91.176,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12053,865,SO47015,358,15,4,1229.4589,4917.8356,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12054,865,SO47015,360,13,4,1229.4589,4917.8356,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12055,865,SO47015,216,18,5,20.1865,100.9325,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12056,865,SO47015,224,10,6,5.1865,31.119,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12057,865,SO47015,470,5,8,22.794,182.352,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12058,865,SO47015,468,5,4,22.794,91.176,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12059,865,SO47015,352,15,1,1242.8518,1242.8518,1/29/2012,2/10/2012,5/2/2012,444,6,580.98,19544.03,18963.05
12060,644,SO47016,245,16,2,780.8182,1561.6364,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12061,644,SO47016,385,14,1,600.2625,600.2625,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12062,644,SO47016,439,12,1,780.8182,780.8182,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12063,644,SO47016,441,12,1,780.8182,780.8182,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12064,644,SO47016,370,17,1,1466.01,1466.01,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12065,644,SO47016,341,14,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12066,644,SO47016,337,14,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12067,644,SO47016,257,3,4,183.9382,735.7528,1/29/2012,2/10/2012,5/2/2012,529,4,276.12,7804.47,7528.35
12068,1361,SO47017,412,3,1,180.129,180.129,1/29/2012,2/10/2012,5/2/2012,137,6,6.52,180.13,173.61
12069,215,SO47018,417,3,5,324.4527,1622.2635,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12070,215,SO47018,265,3,1,202.332,202.332,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12071,215,SO47018,263,3,1,202.332,202.332,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12072,215,SO47018,456,10,2,44.994,89.988,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12073,215,SO47018,464,5,2,14.1289,28.2578,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12074,215,SO47018,433,3,2,324.4527,648.9054,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12075,215,SO47018,383,14,2,600.2625,1200.525,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12076,215,SO47018,385,14,2,600.2625,1200.525,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12077,215,SO47018,387,14,2,600.2625,1200.525,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12078,215,SO47018,323,17,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12079,215,SO47018,331,14,3,469.794,1409.382,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12080,215,SO47018,321,14,3,469.794,1409.382,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12081,215,SO47018,333,17,3,469.794,1409.382,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12082,215,SO47018,373,15,3,1308.9375,3926.8125,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12083,215,SO47018,389,14,3,600.2625,1800.7875,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12084,215,SO47018,370,17,3,1466.01,4398.03,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12085,215,SO47018,239,16,3,780.8182,2342.4546,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12086,215,SO47018,415,3,3,198.036,594.108,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12087,215,SO47018,460,6,3,53.994,161.982,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12088,215,SO47018,216,18,3,20.1865,60.5595,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12089,215,SO47018,461,6,4,53.994,215.976,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12090,215,SO47018,448,18,4,11.994,47.976,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12091,215,SO47018,447,18,4,15,60,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12092,215,SO47018,403,1,4,24.2945,97.178,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12093,215,SO47018,453,8,4,35.994,143.976,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12094,215,SO47018,422,1,4,67.539,270.156,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12095,215,SO47018,242,16,4,780.8182,3123.2728,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12096,215,SO47018,254,3,4,183.9382,735.7528,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12097,215,SO47018,273,3,4,202.332,809.328,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12098,215,SO47018,271,3,4,202.332,809.328,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12099,215,SO47018,230,7,4,28.8404,115.3616,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12100,215,SO47018,236,7,4,28.8404,115.3616,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12101,215,SO47018,369,14,4,1466.01,5864.04,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12102,215,SO47018,381,14,4,600.2625,2401.05,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12103,215,SO47018,375,17,4,1308.9375,5235.75,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12104,215,SO47018,371,17,4,1308.9375,5235.75,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12105,215,SO47018,325,17,4,469.794,1879.176,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12106,215,SO47018,343,17,4,469.794,1879.176,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12107,215,SO47018,329,17,4,469.794,1879.176,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12108,215,SO47018,379,17,5,1308.9375,6544.6875,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12109,215,SO47018,286,3,5,183.9382,919.691,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12110,215,SO47018,407,1,5,65.6018,328.009,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12111,215,SO47018,213,18,5,20.1865,100.9325,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12112,215,SO47018,458,10,6,44.994,269.964,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12113,215,SO47018,224,10,6,5.1865,31.119,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12114,215,SO47018,414,4,6,149.031,894.186,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12115,215,SO47018,221,18,6,20.1865,121.119,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12116,215,SO47018,377,17,6,1308.9375,7853.625,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12117,215,SO47018,368,14,6,1466.01,8796.06,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12118,215,SO47018,335,17,7,469.794,3288.558,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12119,215,SO47018,339,17,7,469.794,3288.558,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12120,215,SO47018,435,3,7,324.4527,2271.1689,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12121,215,SO47018,439,12,8,780.8182,6246.5456,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12122,215,SO47018,233,7,8,28.8404,230.7232,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12123,215,SO47018,341,14,9,469.794,4228.146,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12124,215,SO47018,327,15,9,234.897,2114.073,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12125,215,SO47018,337,14,10,469.794,4697.94,1/29/2012,2/10/2012,5/2/2012,167,4,3030.04,107991.01,104960.97
12126,3296,SO47019,401,1,1,65.6018,65.6018,1/29/2012,2/10/2012,5/2/2012,535,7,22.76,980.89,958.13
12127,3296,SO47019,412,3,2,180.129,360.258,1/29/2012,2/10/2012,5/2/2012,535,7,22.76,980.89,958.13
12128,3296,SO47019,233,7,2,28.8404,57.6808,1/29/2012,2/10/2012,5/2/2012,535,7,22.76,980.89,958.13
12129,3296,SO47019,426,3,2,209.256,418.512,1/29/2012,2/10/2012,5/2/2012,535,7,22.76,980.89,958.13
12130,3296,SO47019,466,5,3,14.1289,42.3867,1/29/2012,2/10/2012,5/2/2012,535,7,22.76,980.89,958.13
12131,3296,SO47019,410,1,1,36.447,36.447,1/29/2012,2/10/2012,5/2/2012,535,7,22.76,980.89,958.13
12132,2717,SO47020,411,4,1,125.415,125.415,1/29/2012,2/10/2012,5/2/2012,237,3,43.74,869.69,825.95
12133,2717,SO47020,289,16,1,744.2727,744.2727,1/29/2012,2/10/2012,5/2/2012,237,3,43.74,869.69,825.95
12134,2945,SO47021,460,6,2,53.994,107.988,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12135,2945,SO47021,213,18,2,20.1865,40.373,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12136,2945,SO47021,221,18,2,20.1865,40.373,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12137,2945,SO47021,233,7,2,28.8404,57.6808,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12138,2945,SO47021,271,3,3,202.332,606.996,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12139,2945,SO47021,216,18,6,20.1865,121.119,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12140,2945,SO47021,458,10,2,44.994,89.988,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12141,2945,SO47021,224,10,2,5.1865,10.373,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12142,2945,SO47021,433,3,1,324.4527,324.4527,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12143,2945,SO47021,456,10,1,44.994,44.994,1/29/2012,2/10/2012,5/2/2012,359,2,49.14,1444.34,1395.2
12144,2808,SO47022,323,17,1,469.794,469.794,1/29/2012,2/10/2012,5/2/2012,58,3,26.56,469.79,443.23
12145,2408,SO47023,377,17,1,1308.9375,1308.9375,1/29/2012,2/10/2012,5/2/2012,152,5,18.26,1308.94,1290.68
12146,341,SO47024,421,3,4,196.329,785.316,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12147,341,SO47024,470,5,4,22.794,91.176,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12148,341,SO47024,366,17,4,647.994,2591.976,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12149,341,SO47024,356,15,4,1242.8518,4971.4072,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12150,341,SO47024,354,15,4,1242.8518,4971.4072,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12151,341,SO47024,397,1,5,24.2945,121.4725,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12152,341,SO47024,395,1,6,61.374,368.244,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12153,341,SO47024,410,1,6,36.447,218.682,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12154,341,SO47024,428,3,6,209.256,1255.536,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12155,341,SO47024,469,5,6,22.794,136.764,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12156,341,SO47024,362,15,6,1229.4589,7376.7534,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12157,341,SO47024,360,13,4,1229.4589,4917.8356,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12158,341,SO47024,365,17,1,647.994,647.994,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12159,341,SO47024,364,17,1,647.994,647.994,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12160,341,SO47024,289,16,1,744.2727,744.2727,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12161,341,SO47024,426,3,1,209.256,209.256,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12162,341,SO47024,419,1,1,52.647,52.647,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12163,341,SO47024,468,5,1,22.794,22.794,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12164,341,SO47024,391,4,1,88.932,88.932,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12165,341,SO47024,401,1,2,65.6018,131.2036,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12166,341,SO47024,411,4,2,125.415,250.83,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12167,341,SO47024,427,3,2,209.256,418.512,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12168,341,SO47024,297,12,2,736.1455,1472.291,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12169,341,SO47024,358,15,2,1229.4589,2458.9178,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12170,341,SO47024,367,17,2,647.994,1295.988,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12171,341,SO47024,352,15,3,1242.8518,3728.5554,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12172,341,SO47024,409,3,3,209.256,627.768,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12173,341,SO47024,308,16,3,744.2727,2232.8181,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12174,341,SO47024,294,16,3,744.2727,2232.8181,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12175,341,SO47024,396,4,3,74.838,224.514,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12176,341,SO47024,393,4,4,137.694,550.776,1/29/2012,2/10/2012,5/2/2012,435,4,1182.14,45845.45,44663.31
12177,3059,SO47025,423,4,4,165.231,660.924,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12178,3059,SO47025,242,16,2,780.8182,1561.6364,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12179,3059,SO47025,321,14,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12180,3059,SO47025,341,14,2,469.794,939.588,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12181,3059,SO47025,377,17,3,1308.9375,3926.8125,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12182,3059,SO47025,439,12,3,780.8182,2342.4546,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12183,3059,SO47025,257,3,3,183.9382,551.8146,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12184,3059,SO47025,403,1,4,24.2945,97.178,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12185,3059,SO47025,239,16,2,780.8182,1561.6364,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12186,3059,SO47025,267,3,4,202.332,809.328,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12187,3059,SO47025,337,14,1,469.794,469.794,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12188,3059,SO47025,433,3,1,324.4527,324.4527,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12189,3059,SO47025,245,16,1,780.8182,780.8182,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12190,3059,SO47025,370,17,1,1466.01,1466.01,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12191,3059,SO47025,407,1,1,65.6018,65.6018,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12192,3059,SO47025,429,3,2,324.4527,648.9054,1/29/2012,2/10/2012,5/2/2012,666,2,564.66,17146.54,16581.88
12193,2210,SO47026,420,4,4,141.615,566.46,1/29/2012,2/10/2012,5/2/2012,476,5,1430.38,41020.19,39589.81
12194,2210,SO47026,360,13,4,1229.4589,4917.8356,1/29/2012,2/10/2012,5/2/2012,476,5,1430.38,41020.19,39589.81
12195,2210,SO47026,469,5,6,22.794,136.764,1/29/2012,2/10/2012,5/2/2012,476,5,1430.38,41020.19,39589.81
12196,2210,SO47026,365,17,6,647.994,3887.964,1/29/2012,2/10/2012,5/2/2012,476,5,1430.38,41020.19,39589.81
12197,2210,SO47026,356,15,6,1242.8518,7457.1108,1/29/2012,2/10/2012,5/2/2012,476,5,1430.38,41020.19,39589.81
12198,2210,SO47026,354,15,7,1242.8518,8699.9626,1/29/2012,2/10/2012,5/2/2012,476,5,1430.38,41020.19,39589.81
